Apple,Banana,Bread,Butter,Cereal,Cheese,Chocolate,Coffee,Eggs,Jam,Juice,Milk,Sugar,Tea,Yogurt
1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,1,1,0,0,1,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
0,0,1,0,0,0,0,1,0,1,1,1,0,1,1
0,0,0,1,1,1,1,1,0,1,1,0,1,0,0
1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,1,0,0,1,0,1,0,1,0,1,1
0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
1,0,0,0,0,1,0,1,1,0,0,0,1,1,0
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
0,0,1,0,1,1,1,0,0,0,1,1,0,0,1
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1,1,0,0,0,1,0,0
0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
1,1,1,0,1,0,0,0,0,1,0,1,1,0,0
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
1,0,1,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
0,0,1,1,1,1,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,1,1,1,1,1,0,0,1,0,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1,0,1,1,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
0,1,1,0,1,1,0,0,1,0,0,1,0,1,0
0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1
0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
0,0,1,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1,1,1,0,0,0,0,1,1,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,1,0,1,0,1,1,1,0,1,0,0,1,1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,1,1,0,1,0,0,1,1,0,1,0,1
0,1,1,0,1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1,1,0,1,1,0,1,1,0,1,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,1,1,0,1,1
0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
0,1,1,0,1,1,0,0,1,0,1,1,0,1,0
0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,0,1,0,1,1,0
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,1,1,1,0,0,0
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
0,1,0,1,0,0,1,0,1,1,1,0,1,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0
1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1,1,0,0,1,0,0,1,0,1,1,0,1,1,0
0,0,0,1,1,1,0,1,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,1,1,0,1,0,1,0,0,1
0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
1,1,1,1,0,0,1,1,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
1,0,0,1,0,0,0,1,1,1,0,1,0,1,0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,1,1,1,0,1,1,1,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,1,1,1,0,1,1
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,0,0,1,0,0,0,1,0,1
0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0,1,1,1,0,0,1,0,0,0,1
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1,0,1,0,1,0,1,1,0,0,0,1,1,1,0
0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
1,1,0,0,1,0,1,0,1,0,0,0,1,0,1
1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,1,0
0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
1,1,0,0,0,1,1,0,1,0,0,1,0,0,1
0,1,0,0,0,1,1,1,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,1,0,0,1,0,1,1,1,1
0,0,1,0,0,0,1,1,1,0,1,1,0,1,0
0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,1,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
1,0,0,1,0,0,0,1,0,0,1,1,1,1,0
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
1,0,0,1,0,0,1,0,1,1,0,1,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
0,1,0,1,0,0,1,1,1,0,0,1,0,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,1,0,0,0,0,1,0,0
1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,1,1,1,0,0,1,0,0
0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,1,1,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0
1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,1,0,1,0,0,0,1,1,1
0,0,0,1,0,1,1,0,0,1,0,0,1,1,1
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,0,1,0,1,1,1,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1,0,0,1,1,1,0,1,1,0,0
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,1,1,1,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,1,1,1,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,1,1,0,0,1,1,1,0,0,1,0,1
1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
0,1,0,0,1,0,1,1,1,0,1,1,0,0,0
1,0,1,0,0,0,1,1,0,1,1,0,0,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,1,0,0,1,1,1,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,1,1,1,1,1,0,1,0,0
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
